All_12_15,All_12_3,All_15_18,All_18_21,All_21_24,All_3_6,All_6_9,All_9_12,BikeFatal,Bike_12_15,Bike_12_3,Bike_15_18,Bike_18_21,Bike_21_24,Bike_3_6,Bike_6_9,Bike_9_12,Fatalities,MVFatal,MV_12_15,MV_12_3,MV_15_18,MV_18_21,MV_21_24,MV_3_6,MV_6_9,MV_9_12,OBJECTID,PedFatal,Ped_12_15,Ped_12_3,Ped_15_18,Ped_18_21,Ped_21_24,Ped_3_6,Ped_6_9,Ped_9_12,geometry_x,geometry_y,source_layer_id
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,108,1,1,0,0,0,0,0,0,0,1017990.7746980041,199003.64436534047,6
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,109,1,0,1,0,0,0,0,0,0,1019041.7765330076,197589.92015866935,6
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,110,0,0,0,0,0,0,0,0,0,1026114.0589763373,151275.52295824885,6
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,111,1,0,0,0,1,0,0,0,0,1020289.6956250966,182687.6366430819,6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,112,1,1,0,0,0,0,0,0,0,1021093.3242671788,188117.8921867609,6
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,1023556.0129113346,196374.3648470044,6
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,114,1,0,0,0,0,1,0,0,0,1025245.700804919,192030.57793092728,6
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,115,1,0,0,0,0,0,0,1,0,1026077.8152824193,199186.7936053425,6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,1028480.1923674196,192655.1140834242,6
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,117,1,0,0,1,0,0,0,0,0,1029303.766835764,191199.07664117217,6
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,118,1,0,0,0,0,1,0,0,0,1032779.750697419,189964.4862625897,6
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,119,1,0,0,0,0,0,0,0,1,1033242.9252960086,185908.0803334266,6
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,120,1,0,0,0,0,1,0,0,0,1036806.5992710143,182096.4117756784,6
1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,1037661.8731510043,184243.8480975926,6
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,122,1,0,0,1,0,0,0,0,0,1042531.1806695908,185340.4863242507,6
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,123,1,0,0,0,0,1,0,0,0,1044545.1956704259,182491.57469925284,6
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,124,1,0,0,0,0,0,1,0,0,1044087.1391718388,189408.16191592813,6
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,125,0,0,0,0,0,0,0,0,0,1046358.1907320917,182669.9732925892,6
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,126,1,0,0,0,0,1,0,0,0,1040317.2877876759,197701.19618283212,6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,127,1,1,0,0,0,0,0,0,0,1041424.1064401716,195841.74452117085,6
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,128,0,0,0,0,0,0,0,0,0,1050452.1536727548,157931.4082685113,6
0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,1053181.0281362534,160300.6686218381,6
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,1050495.4232712537,184246.16108508408,6
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,131,0,0,0,0,0,0,0,0,0,1051908.7570587546,191996.46710675955,6
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,132,0,0,0,0,0,0,0,0,0,1058507.2081006765,190388.13042841852,6
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,133,0,0,0,0,0,0,0,0,0,1060282.0175431669,188318.54467259347,6
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,134,1,0,0,0,0,1,0,0,0,1001792.3563075066,207294.4903164208,6
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,135,0,0,0,0,0,0,0,0,0,1002350.5113591701,200581.77769200504,6
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,1006281.0084194243,203865.7967144996,6
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,137,0,0,0,0,0,0,0,0,0,1007122.7980744243,207244.63149225712,6
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,138,1,0,0,1,0,0,0,0,0,1003738.7431627512,216463.68752917647,6
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,139,0,0,0,0,0,0,0,0,0,1009318.164418593,219836.40060000122,6
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,140,1,0,1,0,0,0,0,0,0,1006968.7793535888,223920.22445334494,6
0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,1001640.6341700107,233513.3840727508,6
0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,1001901.098544091,238191.37340442836,6
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,143,1,0,0,1,0,0,0,0,0,1001744.8724785894,239784.50309216976,6
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,144,0,0,0,0,0,0,0,0,0,1004689.4007102549,243517.6386705041,6
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,145,0,0,0,0,0,0,0,0,0,1004928.2781852633,245384.9082299173,6
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,1005429.330332756,240006.75986550748,6
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,147,1,0,0,0,0,1,0,0,0,1006817.9122012556,240067.74333934486,6
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,148,1,0,0,1,0,0,0,0,0,1008091.4936435968,243026.02876134217,6
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,149,2,0,0,0,2,0,0,0,0,1008109.8794335872,244858.0031157583,6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,1008496.0991335958,248123.4690257609,6
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,151,1,0,0,0,1,0,0,0,0,1009050.0557028353,257820.5936603397,6
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,152,0,0,0,0,0,0,0,0,0,1009402.8985010833,258886.01278933883,6
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,153,1,0,1,0,0,0,0,0,0,1014243.1673638374,212163.20433226228,6
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,1,0,0,0,1,0,0,0,0,1015044.274685502,210136.58108891547,6
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,155,1,0,0,0,0,1,0,0,0,1019252.5700746775,215025.859040007,6
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,156,1,0,0,0,0,0,0,1,0,1013847.1839038432,237811.69535800815,6
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,157,0,0,0,0,0,0,0,0,0,1014159.6967302561,239740.22496551275,6
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,158,1,0,0,0,0,0,0,1,0,1015609.7755230069,237677.7651796788,6
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,159,0,0,0,0,0,0,0,0,0,1016071.1879860014,238973.1884418428,6
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,160,1,0,0,0,1,0,0,0,0,1011147.5734894276,246935.75814658403,6
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,161,1,0,1,0,0,0,0,0,0,1010085.0132785887,259829.12442016602,6
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,162,1,0,0,0,0,1,0,0,0,1010692.9874563366,269361.3327179253,6
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,163,1,0,0,0,0,0,1,0,0,1012831.1003060937,267992.0670837611,6
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,164,1,0,0,1,0,0,0,0,0,1022215.0014857501,213883.85673083365,6
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,165,1,0,0,0,0,0,0,0,1,1020195.8260621727,240664.37009884417,6
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,166,3,0,0,3,0,0,0,0,0,1023789.5357382596,248160.28653742373,6
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,167,1,0,0,0,1,0,0,0,0,1027595.2364601791,245901.48823350668,6
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,1028537.4888407588,243494.88248242438,6
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,169,1,0,0,1,0,0,0,0,0,1028370.333663255,261650.52497683465,6
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,1038442.5933743417,209727.22823308408,6
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,171,1,0,0,1,0,0,0,0,0,1030328.8828957528,214868.41873808205,6
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,172,1,0,1,0,0,0,0,0,0,1030250.5431574285,215182.6435033381,6
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,173,1,0,0,0,0,0,0,1,0,1031825.0577249229,214532.90070833266,6
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,174,1,0,0,0,1,0,0,0,0,1031493.5885715932,215553.04335309565,6
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,175,1,0,0,0,0,1,0,0,0,1032077.2685065866,213774.76935058832,6
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,176,0,0,0,0,0,0,0,0,0,1036761.9569718391,216723.87401667237,6
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,177,1,0,0,1,0,0,0,0,0,1031884.0241424292,249950.49293075502,6
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,178,1,0,0,0,0,0,0,0,1,1033796.063953504,240113.96765634418,6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,1033092.4826835096,259916.38146351278,6
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,180,1,0,0,0,0,1,0,0,0,1031385.744299084,261863.63806767762,6
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,181,0,0,0,0,0,0,0,0,0,1040256.8121868372,200622.44034034014,6
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,182,0,0,0,0,0,0,0,0,0,1049062.6767929196,210608.24353142083,6
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,183,1,0,0,1,0,0,0,0,0,1043226.3928618431,226763.22040775418,6
0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,1041654.4747458398,251190.09839117527,6
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,185,1,0,0,0,1,0,0,0,0,1054802.9573070854,205128.75973975658,6
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,186,1,0,0,0,1,0,0,0,0,1002514.6383275092,158247.48047100008,6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,1029942.8567649275,261224.3545693457,6
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,188,0,0,0,0,0,0,0,0,0,1006401.4904619306,143587.65447574854,6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,189,1,1,0,0,0,0,0,0,0,985342.5732622594,200219.0389161706,6
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,190,0,0,0,0,0,0,0,0,0,1019452.2268275917,243843.2528486699,6
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,191,0,0,0,0,0,0,0,0,0,1027341.083753258,187164.5804450959,6
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,192,1,0,0,0,0,0,0,0,1,988852.7532497644,191993.05832092464,6
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,193,1,0,0,1,0,0,0,0,0,1008577.8345344216,232421.77864442766,6
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,1021382.1875345856,176936.58613733947,6
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1021171.4966830015,258963.65042933822,7
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1016672.6408513337,254840.53892491758,7
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,984643.2636372596,217724.54130667448,7
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,1011099.6077060848,234232.85769942403,7
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,1027818.5631132573,183656.04415509105,7
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,1030009.0508582592,186102.0989742577,7
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,915434.7396530062,125062.09835109115,7
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,918928.6759065837,123782.21902108192,7
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,937509.2453726679,131191.2491504997,7
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,934757.5238420069,157860.28701967,7
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,1,943363.8724429309,136416.27478967607,7
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,946178.2959479243,148032.2289199233,7
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,948925.498458758,146086.07139492035,7
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,948851.8204565048,163602.10854125023,7
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,1,0,0,1,0,0,0,0,0,959567.150075674,154306.57956017554,7
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,1,0,0,0,1,0,0,0,0,952098.415341258,160393.52932851017,7
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,1,0,0,958076.6018756777,161823.47397516668,7
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,1,1,0,0,0,0,0,0,0,963251.7060267627,167595.93585541844,7
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,1,1,0,0,0,0,0,0,0,983820.8505839258,158397.9394876659,7
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0,0,0,0,985968.5890705884,158583.25407767296,7
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,1,0,0,1,0,0,0,0,0,987979.7103764266,157335.11024850607,7
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,1,0,0,0,1,0,0,0,0,983236.110939756,164081.1364545822,7
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,1,984045.049610585,162446.5924795866,7
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,1,0,984884.7034430951,166499.92754875124,7
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,1,0,0,0,985205.5361347497,167942.91350792348,7
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,1,1,0,0,0,0,0,0,0,981674.2013339251,173413.54856400192,7
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,1,0,0,0,1,0,0,0,0,986092.0632330924,172900.31172959507,7
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,987284.132043168,172952.26110075414,7
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,1,0,0,988049.3132555932,183074.34289066494,7
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,1,0,0,1,0,0,0,0,0,980693.5274422616,195183.1336336732,7
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,1,0,0,0,985813.8354430944,190749.34361675382,7
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,1,986239.966480583,199539.10589283705,7
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,33,0,0,0,0,0,0,0,0,0,993250.385530591,150725.62576408684,7
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,993930.7283300012,154632.70751683414,7
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,994774.2469841689,157221.2981401682,7
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,1,0,0,0,1,0,0,0,0,993641.1229380965,166857.1414012611,7
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37,1,0,0,0,0,0,0,0,1,994810.8085908443,160732.3213018328,7
0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,994975.0569500029,161554.22549791634,7
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,990856.860133931,186314.4279459268,7
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,995463.3400941789,189455.98990425467,7
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41,1,0,0,0,1,0,0,0,0,997424.9011316746,192488.63771033287,7
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42,1,0,0,0,0,0,0,1,0,997802.4627125114,198300.94563950598,7
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,999332.5187075138,198493.07780116796,7
0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,980683.2489195019,200563.37221699953,7
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,45,0,0,0,0,0,0,0,0,0,981968.1610478461,202308.50258500874,7
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46,1,1,0,0,0,0,0,0,0,987744.4615030885,200974.11614617705,7
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47,1,0,0,0,0,1,0,0,0,987580.206910342,209196.73126259446,7
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48,1,1,0,0,0,0,0,0,0,988422.297089681,206091.67021550238,7
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49,1,0,0,0,0,0,0,0,1,984088.1466372609,215324.65109333396,7
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,1,0,0,1,0,0,0,0,0,985121.9995564222,215339.17895142734,7
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,985733.0810114294,219801.70250667632,7
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52,1,0,0,1,0,0,0,0,0,986568.1843280941,214236.83830833435,7
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53,1,0,0,1,0,0,0,0,0,987126.950270921,211529.69674099982,7
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54,1,0,0,0,0,0,0,1,0,989230.5543314219,212176.11441142857,7
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55,1,0,0,0,1,0,0,0,0,989545.3896597624,213790.70107725263,7
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56,1,0,0,1,0,0,0,0,0,989925.3888997585,216584.3336133361,7
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57,1,0,0,0,1,0,0,0,0,989780.2612372637,218177.33567667007,7
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58,1,0,0,0,0,0,1,0,0,989203.415278092,219715.1606850028,7
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59,1,0,0,0,1,0,0,0,0,989425.8262505829,223826.01171524823,7
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60,1,0,0,0,0,0,0,0,1,990139.8044814169,201568.5047211796,7
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61,1,0,0,0,0,0,1,0,0,996133.4601450115,201007.4428511709,7
