Ages_10_to,Ages_10to1,Ages_15_to,Ages_15to1,Ages_18_an,Ages_18and,Ages_20_to,Ages_20to2,Ages_25_to,Ages_25to4,Ages_45_to,Ages_45to6,Ages_5_to_,Ages_5to9,Ages_65_an,Ages_65and,Ages_Under,BoroCD,Borough_name,CounDist,OBJECTID,Precinct,SUM_ASZ,SUM_BikeFatal,SUM_BikeInj,SUM_Enhanced_Crossings,SUM_Fatalities,SUM_Injuries,SUM_LPI,SUM_Left_Turn_Traffic_Calming,SUM_MVFatal,SUM_MVInj,SUM_NeighSlowZones,SUM_PedFatal,SUM_PedInj,SUM_SIPCorridors,SUM_SIPIntersections,SUM_SignalTiming,SUM_SpeedHumps,SUM_Turn_Traffic_Calming,SUM_VZ_Bike,SUM_VZ_Priority_Corridors,SUM_VZ_Priority_Intersections,SUM_VZ_Priority_Zones,Shape_Area,Shape_Area_1,Shape_Leng,Shape_Length,Shape_Length_1,TotalPop,Total_Pop,geometry_x,geometry_y,source_layer_id
,2876,,5157,,159415,,15557,,78573,,42401,,3612,,19543,5535,,,3,29,,4.641265102523813,0,43,7,0,196,240,21,0,83,4.763579545738487,0,66,43.212571378732704,41,47.19672472295406,51,36,0,17.743661399651547,17,48.1567864461647,82529584.41320525,,93880.4478923,93880.01858657858,,173254,,,,2
,4842,,5002,,141199,,8113,,59562,,44246,,5903,,27167,8985,,,6,30,,5.814921835433014,0,12,6,0,44,177,8,0,12,0,0,19,33.35395864389499,17,15.156335818921818,48,15,0,2.3178582275543813,2,1.836740309258413,83596568.97591066,,56827.9485843,56827.8301895183,,163820,,,,2
,9376,,11496,,127727,,14436,,50245,,37003,,9118,,21208,9724,,,8,31,,5.442824085616895,1,23,2,1,210,162,11,0,126,0,0,59,25.363345531056193,38,6.600937181391724,91,28,0,12.769060560991397,5,22.328289497516625,102786480.48483908,,114082.725982,114082.52128732025,,162606,,,,2
,14400,,16549,,126550,,15798,,50577,,37507,,14447,,15950,14836,,,17,32,,3.595168660236213,0,10,6,0,242,0,3,0,164,6.066183965438574,0,61,35.27887403684094,24,27.922390240507706,131,22,0,15.15333957380075,11,59.98835866301034,135056202.60100308,,120786.666189,120786.52166872211,,180064,,,,2
,10625,,11856,,110609,,11666,,41404,,37846,,9704,,15016,9210,,,28,33,,2.3870688898021513,0,13,0,1,254,0,3,0,191,0,1,50,10.232303949919444,6,42.70590308636698,88,16,0,10.407201813664857,6,56.39994562362851,243591867.15660957,,115751.076998,115750.82916127748,,147327,,,,2
,8964,,8091,,115908,,9316,,56087,,32690,,10797,,14829,13567,,,39,34,,2.187266191442392,0,15,2,0,169,0,14,0,101,1.7281484675592347,0,40,33.77105006102197,37,20.44971788655696,147,35,28.1712397658034,6.238668264315267,7,18.32012419707103,116515112.7438374,,73574.1193686,73573.97657671194,,154341,,,,2
,7929,,9392,,119695,,13270,,56350,,30759,,8342,,14795,10956,,,35,35,,8.686518585776756,0,23,7,0,191,0,29,0,116,11.4038310983089,0,44,26.373753722076774,97,33.71768080598749,206,54,3.5041775261942365,15.385486684509555,14,42.299521764765196,81507824.09246379,,57087.7530902,57087.68951309083,,151793,,,,2
,8983,,9980,,112858,,11496,,44800,,37452,,8965,,15051,9795,,,40,36,,2.5796111954871472,0,17,3,0,139,0,7,0,75,0,0,44,13.722196041254689,13,9.172600506145539,83,32,43.544375844648876,11.844403357302536,6,42.81488439117233,62698535.09406165,,42794.2771894,42794.16447756405,,146522,,,,2
,9978,,11007,,132430,,11724,,48086,,42615,,9756,,25377,9987,,,13,37,,0.11262528532353218,0,9,0,0,145,0,3,0,104,5.141003179842375,0,29,13.470039954298803,19,42.12639051235614,213,17,0,6.05515931045414,1,0.285556712337561,327346589.53372514,,335396.45291,335386.61885323795,,168530,,,,2
,8097,,8406,,126252,,8459,,41332,,45253,,7680,,28127,7883,,,19,38,,0,0,6,6,0,136,0,4,0,98,3.1480273422621874,0,30,9.010178391747836,23,24.22805644787451,145,20,0,5.154202242074597,2,1.0577560456872641,332449314.22575885,,184426.610964,184424.45567775654,,155237,,,,2
,12119,,13399,,126486,,12929,,46762,,43202,,12079,,18041,11832,,,49,39,,7.89622787882644,0,4,4,1,184,0,3,0,118,10.723777635431706,1,60,19.468970940038982,10,38.721385444033785,178,18,0,21.227128012506096,3,122.63480698510064,329142687.4103511,,182099.997162,182099.19645574494,,170363,,,,2
,9288,,9828,,122501,,9825,,40726,,44930,,8991,,23295,8654,,,50,40,,4.745576105474046,0,3,1,1,242,0,5,0,205,7.656202800319438,1,34,31.25681520130051,14,33.07663059757773,131,15,0,15.636271606777003,12,62.71043156546911,639136860.3191121,,185331.938851,185329.68890467854,,155537,,,,2
,8820,,9996,,125000,,11186,,39256,,42664,,8763,,27909,9492,,,48,41,,2.920376738287277,0,12,0,0,218,0,16,0,139,0,0,63,9.561537153798271,3,38.03287609482556,108,49,100.58835471197735,11.674444554093474,12,44.289128461044015,116106821.55911349,,92700.5826854,92699.98879315967,,158086,,,,2
,9819,,11249,,114023,,13197,,47343,,34049,,9020,,14820,9439,,,36,42,,4.941792340299366,0,11,0,0,173,0,15,0,106,0.16475944228041225,0,50,6.03769622165614,3,45.463231735956484,182,36,55.95721194896042,14.35430855210958,6,65.6288490146665,76221798.62422548,,42153.2067776,42153.20737706532,,148936,,,,2
,11749,,12830,,117238,,12075,,42375,,39310,,11412,,18505,11867,,,31,43,,1.0227093935557325,0,7,1,1,255,0,1,1,207,0,0,38,16.042416318853014,30,9.53562823524654,201,12,0,3.271036608674522,3,0,436369646.2839755,,433381.014398,433363.43864441215,,160123,,,,2
,6100,,6414,,122708,,8094,,47864,,40585,,6860,,23632,8373,,,29,44,,13.14938820652201,1,6,8,1,137,0,13,0,97,0,0,29,31.73584970607158,33,5.012880488199717,97,35,3.0887570575832752,11.234517831767683,5,46.79131641744267,120051375.39183299,,57679.4010834,57679.245172528455,,147922,,,,2
,8833,,9350,,121847,,10191,,47212,,40823,,8920,,19875,9404,,,30,45,,4.856626586962557,0,17,1,0,148,0,4,0,100,0,0,26,27.273812286011093,19,37.86725750549058,160,15,150.20436903989426,10.9400427144616,3,31.087201583241125,253782034.46168655,,96679.1938482,96679.03591211552,,154608,,,,2
,8560,,9116,,121941,,9180,,39710,,45300,,7742,,24277,7497,,,23,46,,2.404510467823134,0,1,5,1,140,0,5,0,112,0,1,26,17.321537750028135,9,22.55093417385724,184,15,0,7.6029386969049435,0,0,305406624.3202509,,77503.9404342,77503.94080867193,,151382,,,,2
,11569,,13111,,111823,,12294,,42354,,36568,,10924,,15381,11127,,,41,47,,5.375330520568272,0,12,2,0,188,0,4,0,125,2.4633922207818757,0,44,21.712911477407804,45,37.97155859099632,109,21,39.9619567940857,12.762022612248304,7,67.43729002994601,78158259.52171595,,57718.1099853,57718.11113112393,,153328,,,,2
,12547,,12316,,114052,,12966,,40847,,34990,,13734,,20340,16599,,,44,48,,0.6668958217185659,0,8,4,3,167,0,6,0,83,0,3,64,3.4993541949107994,16,65.49124804445842,64,35,76.21198551095011,7.617890246901178,2,36.9486742615174,92757132.44988547,,57615.3970969,57615.39739206488,,164339,,,,2
,9059,,10294,,128243,,11175,,40612,,43210,,8903,,29114,9447,,,47,49,,0.23444082053104592,0,14,0,0,105,0,4,0,60,0,0,26,8.381971621612019,5,13.758491201449106,83,21,25.552450771089177,12.49913820279035,4,15.285637024750187,125367335.48131357,,99596.455706,99595.15550511901,,161814,,,,2
,8732,,10048,,125418,,16264,,60617,,30666,,8637,,13662,9515,,,34,50,,0.12575517018906054,0,24,4,1,158,0,8,0,88,0,1,35,22.95473143922234,31,23.93480259028011,56,26,45.02404258842243,10.032952740391703,2,47.55760370810727,104794214.82693392,,84283.9392588,84283.93837844825,,158141,,,,2
,12109,,13619,,114284,,14691,,48281,,33977,,11794,,11742,12225,,,37,51,,7.002589195585164,0,6,1,0,204,0,3,0,146,0,0,50,12.718166296459499,39,11.625440260394363,96,14,91.18122497620455,8.244047407067212,2,32.02677508402265,98297127.59500764,,65505.8449772,65505.844131010526,,158438,,,,2
,30797,,32929,,,,31458,,91319,,103001,,30015,,59344,28339,,Staten Island,,1,,12.641803984300466,0,7,5,2,540,222,11,0,415,18.379980435751147,2,116,59.927520065199765,27,80.55470958935341,454,45,0,43.57161760524313,16,185.66313724438558,1623824987.9263787,0.02817141070150039,,330468.5634729587,0.7011478521932505,468730,,,,3
,58229,,77462,,,,141558,,464150,,295617,,61323,,214153,76579,,Manhattan,,2,,41.9858176331942,2,237,42,5,1219,1566,154,0,580,26.08399579411382,3,375,236.48061891106357,158,233.64790512167343,435,316,0,62.889354125973455,67,187.31951687861877,636429299.3774205,0.009279958848000506,,358394.07370141125,0.5824900767639943,1585873,,,,3
,99159,,115662,,,,112897,,294550,,258143,,98664,,145882,103144,,Bronx,,3,,34.05612060868881,1,79,52,5,1453,899,28,1,973,46.66002457097575,3,367,195.7599003464248,144,188.07344904349674,1131,128,0,62.933541349249495,45,253.9447570914165,1186843957.7360926,0.01589684887899813,,464463.2950730322,0.6000003397563944,1385108,,,,3
,156563,,170684,,,,195797,,603348,,466082,,159391,,287633,177198,,Brooklyn,,4,,45.45811115250661,0,245,55,12,3108,2575,155,2,2025,35.212553466243946,10,726,300.6498144735009,478,404.35048460237044,1680,523,699.5830030081324,141.32063813505368,97,513.2201625887311,1937805800.1832433,0.02671974941400306,,741214.5515976958,0.7338178240298214,2504700,,,,3
,123406,,139096,,,,160875,,526485,,460068,,123766,,286146,132464,,Queens,,5,,54.54690325261344,1,141,43,10,2509,1397,97,3,1709,66.98721667158362,6,605,343.7742920584177,306,350.7908577717451,1754,367,346.23763894156446,113.76825192537062,68,496.9194558836024,3045185165.579083,0.04914811759900319,,896892.2407214371,1.47985078427565,2230722,,,,3
