weathername,lgt_condname,hour,day_weekname,Total_Accidents,Total_Fatalities,Fatality_Rate
Severe Crosswinds,Dark - Not Lighted,5,Thursday,1,1,1.0
Severe Crosswinds,Dark - Not Lighted,5,Tuesday,2,2,1.0
Severe Crosswinds,Dark - Not Lighted,5,Wednesday,1,1,1.0
Severe Crosswinds,Dark - Not Lighted,6,Friday,1,1,1.0
Severe Crosswinds,Dark - Not Lighted,6,Saturday,1,1,1.0
Severe Crosswinds,Dark - Not Lighted,6,Wednesday,1,1,1.0
Severe Crosswinds,Dark - Not Lighted,17,Friday,2,2,1.0
Severe Crosswinds,Dark - Not Lighted,17,Sunday,1,1,1.0
Severe Crosswinds,Dark - Not Lighted,17,Tuesday,2,2,1.0
Severe Crosswinds,Dark - Not Lighted,18,Friday,3,3,1.0
Severe Crosswinds,Dark - Not Lighted,18,Monday,2,2,1.0
Severe Crosswinds,Dark - Not Lighted,18,Saturday,1,1,1.0
Severe Crosswinds,Dark - Not Lighted,18,Sunday,1,1,1.0
Severe Crosswinds,Dark - Not Lighted,19,Friday,1,1,1.0
Severe Crosswinds,Dark - Not Lighted,19,Monday,1,1,1.0
Severe Crosswinds,Dark - Not Lighted,19,Saturday,1,3,3.0
Severe Crosswinds,Dark - Not Lighted,19,Sunday,1,1,1.0
Severe Crosswinds,Dark - Not Lighted,19,Tuesday,1,1,1.0
Severe Crosswinds,Dark - Not Lighted,19,Wednesday,3,3,1.0
Severe Crosswinds,Dark - Not Lighted,20,Friday,3,3,1.0
Severe Crosswinds,Dark - Not Lighted,20,Monday,4,5,1.25
Severe Crosswinds,Dark - Not Lighted,20,Saturday,1,1,1.0
Severe Crosswinds,Dark - Not Lighted,20,Sunday,2,2,1.0
Severe Crosswinds,Dark - Not Lighted,20,Thursday,2,2,1.0
Severe Crosswinds,Dark - Not Lighted,20,Tuesday,2,2,1.0
Severe Crosswinds,Dark - Not Lighted,20,Wednesday,2,2,1.0
Severe Crosswinds,Dark - Not Lighted,21,Friday,2,2,1.0
Severe Crosswinds,Dark - Not Lighted,21,Monday,3,3,1.0
Severe Crosswinds,Dark - Not Lighted,21,Saturday,2,2,1.0
Severe Crosswinds,Dark - Not Lighted,21,Sunday,3,3,1.0
Severe Crosswinds,Dark - Not Lighted,21,Tuesday,1,1,1.0
Severe Crosswinds,Dark - Not Lighted,21,Wednesday,1,1,1.0
Severe Crosswinds,Dark - Not Lighted,22,Friday,1,1,1.0
Severe Crosswinds,Dark - Not Lighted,22,Sunday,2,2,1.0
Severe Crosswinds,Dark - Not Lighted,22,Wednesday,2,2,1.0
Severe Crosswinds,Dark - Not Lighted,23,Friday,1,1,1.0
Severe Crosswinds,Dark - Not Lighted,23,Monday,1,1,1.0
Severe Crosswinds,Dark - Not Lighted,23,Saturday,1,1,1.0
Severe Crosswinds,Dark - Not Lighted,23,Thursday,1,1,1.0
Severe Crosswinds,Dark - Not Lighted,23,Tuesday,1,1,1.0
Severe Crosswinds,Dark - Not Lighted,23,Wednesday,2,2,1.0
Severe Crosswinds,Dark - Not Lighted,99,Friday,2,2,1.0
Severe Crosswinds,Dark - Not Lighted,99,Thursday,1,1,1.0
Severe Crosswinds,Dark - Not Lighted,99,Wednesday,2,3,1.5
Severe Crosswinds,Dark - Unknown Lighting,6,Wednesday,1,1,1.0
Severe Crosswinds,Dark - Unknown Lighting,19,Friday,1,1,1.0
Severe Crosswinds,Dawn,5,Wednesday,1,1,1.0
Severe Crosswinds,Dawn,6,Friday,1,1,1.0
Severe Crosswinds,Dawn,7,Friday,1,1,1.0
Severe Crosswinds,Dawn,7,Saturday,1,1,1.0
Severe Crosswinds,Dawn,7,Tuesday,1,1,1.0
Severe Crosswinds,Daylight,6,Monday,1,1,1.0
Severe Crosswinds,Daylight,6,Tuesday,2,3,1.5
Severe Crosswinds,Daylight,6,Wednesday,1,1,1.0
Severe Crosswinds,Daylight,7,Friday,1,1,1.0
Severe Crosswinds,Daylight,7,Monday,1,1,1.0
Severe Crosswinds,Daylight,7,Tuesday,1,1,1.0
Severe Crosswinds,Daylight,7,Wednesday,1,1,1.0
Severe Crosswinds,Daylight,8,Friday,3,4,1.3333333333333333
Severe Crosswinds,Daylight,8,Monday,2,2,1.0
Severe Crosswinds,Daylight,8,Saturday,3,3,1.0
Severe Crosswinds,Daylight,8,Sunday,1,1,1.0
Severe Crosswinds,Daylight,8,Thursday,1,1,1.0
Severe Crosswinds,Daylight,8,Wednesday,2,2,1.0
Severe Crosswinds,Daylight,9,Friday,1,1,1.0
Severe Crosswinds,Daylight,9,Monday,3,3,1.0
Severe Crosswinds,Daylight,9,Saturday,2,2,1.0
Severe Crosswinds,Daylight,9,Sunday,2,2,1.0
Severe Crosswinds,Daylight,9,Thursday,4,4,1.0
Severe Crosswinds,Daylight,9,Tuesday,3,4,1.3333333333333333
Severe Crosswinds,Daylight,9,Wednesday,2,2,1.0
Severe Crosswinds,Daylight,10,Friday,5,6,1.2
Severe Crosswinds,Daylight,10,Monday,3,3,1.0
Severe Crosswinds,Daylight,10,Saturday,6,6,1.0
Severe Crosswinds,Daylight,10,Sunday,1,1,1.0
Severe Crosswinds,Daylight,10,Thursday,3,3,1.0
Severe Crosswinds,Daylight,10,Tuesday,1,1,1.0
Severe Crosswinds,Daylight,10,Wednesday,4,6,1.5
Severe Crosswinds,Daylight,11,Friday,6,6,1.0
Severe Crosswinds,Daylight,11,Monday,3,3,1.0
Severe Crosswinds,Daylight,11,Saturday,4,4,1.0
Severe Crosswinds,Daylight,11,Sunday,3,6,2.0
Severe Crosswinds,Daylight,11,Thursday,2,2,1.0
Severe Crosswinds,Daylight,11,Tuesday,1,1,1.0
Severe Crosswinds,Daylight,11,Wednesday,2,2,1.0
Severe Crosswinds,Daylight,12,Friday,6,9,1.5
Severe Crosswinds,Daylight,12,Monday,2,2,1.0
Severe Crosswinds,Daylight,12,Saturday,2,2,1.0
Severe Crosswinds,Daylight,12,Sunday,5,5,1.0
Severe Crosswinds,Daylight,12,Thursday,2,2,1.0
Severe Crosswinds,Daylight,12,Tuesday,1,1,1.0
Severe Crosswinds,Daylight,12,Wednesday,1,1,1.0
Severe Crosswinds,Daylight,13,Friday,3,3,1.0
Severe Crosswinds,Daylight,13,Monday,4,4,1.0
Severe Crosswinds,Daylight,13,Saturday,7,8,1.1428571428571428
Severe Crosswinds,Daylight,13,Sunday,3,3,1.0
Severe Crosswinds,Daylight,13,Thursday,3,4,1.3333333333333333
Severe Crosswinds,Daylight,13,Tuesday,7,9,1.2857142857142858
Severe Crosswinds,Daylight,13,Wednesday,2,2,1.0
Severe Crosswinds,Daylight,14,Friday,10,10,1.0
Severe Crosswinds,Daylight,14,Monday,3,3,1.0
Severe Crosswinds,Daylight,14,Saturday,5,6,1.2
Severe Crosswinds,Daylight,14,Sunday,9,9,1.0
Severe Crosswinds,Daylight,14,Thursday,4,5,1.25
Severe Crosswinds,Daylight,14,Tuesday,8,9,1.125
Severe Crosswinds,Daylight,14,Wednesday,5,5,1.0
Severe Crosswinds,Daylight,15,Friday,5,6,1.2
Severe Crosswinds,Daylight,15,Monday,5,5,1.0
Severe Crosswinds,Daylight,15,Saturday,5,5,1.0
Severe Crosswinds,Daylight,15,Sunday,8,9,1.125
Severe Crosswinds,Daylight,15,Thursday,5,5,1.0
Severe Crosswinds,Daylight,15,Tuesday,7,11,1.5714285714285714
Severe Crosswinds,Daylight,15,Wednesday,8,8,1.0
Severe Crosswinds,Daylight,16,Friday,4,5,1.25
Severe Crosswinds,Daylight,16,Monday,4,5,1.25
Severe Crosswinds,Daylight,16,Saturday,7,8,1.1428571428571428
Severe Crosswinds,Daylight,16,Sunday,6,6,1.0
Severe Crosswinds,Daylight,16,Thursday,3,3,1.0
Severe Crosswinds,Daylight,16,Tuesday,6,9,1.5
Severe Crosswinds,Daylight,16,Wednesday,7,8,1.1428571428571428
Severe Crosswinds,Daylight,17,Friday,7,8,1.1428571428571428
Severe Crosswinds,Daylight,17,Monday,1,1,1.0
Severe Crosswinds,Daylight,17,Saturday,5,5,1.0
Severe Crosswinds,Daylight,17,Sunday,2,2,1.0
Severe Crosswinds,Daylight,17,Thursday,4,4,1.0
Severe Crosswinds,Daylight,17,Tuesday,2,2,1.0
Severe Crosswinds,Daylight,17,Wednesday,3,4,1.3333333333333333
Severe Crosswinds,Daylight,18,Friday,4,4,1.0
Severe Crosswinds,Daylight,18,Monday,2,3,1.5
Severe Crosswinds,Daylight,18,Saturday,3,4,1.3333333333333333
Severe Crosswinds,Daylight,18,Sunday,1,1,1.0
Severe Crosswinds,Daylight,18,Thursday,1,1,1.0
Severe Crosswinds,Daylight,18,Tuesday,1,2,2.0
Severe Crosswinds,Daylight,18,Wednesday,1,1,1.0
Severe Crosswinds,Daylight,19,Saturday,1,1,1.0
Severe Crosswinds,Daylight,19,Thursday,1,1,1.0
Severe Crosswinds,Daylight,19,Tuesday,1,1,1.0
Severe Crosswinds,Daylight,19,Wednesday,1,1,1.0
Severe Crosswinds,Daylight,22,Tuesday,1,1,1.0
Severe Crosswinds,Daylight,99,Monday,1,1,1.0
Severe Crosswinds,Daylight,99,Saturday,1,1,1.0
Severe Crosswinds,Daylight,99,Tuesday,1,1,1.0
Severe Crosswinds,Dusk,15,Tuesday,1,1,1.0
Severe Crosswinds,Dusk,17,Sunday,2,2,1.0
Severe Crosswinds,Dusk,17,Thursday,1,1,1.0
Severe Crosswinds,Dusk,18,Saturday,2,2,1.0
Severe Crosswinds,Dusk,18,Sunday,1,1,1.0
Severe Crosswinds,Dusk,19,Monday,1,1,1.0
Severe Crosswinds,Dusk,19,Thursday,1,1,1.0
Severe Crosswinds,Dusk,20,Thursday,1,1,1.0
Severe Crosswinds,Dusk,21,Monday,1,2,2.0
Severe Crosswinds,Reported as Unknown,7,Monday,1,1,1.0
Sleet or Hail,Dark - Lighted,0,Friday,1,1,1.0
Sleet or Hail,Dark - Lighted,0,Sunday,1,1,1.0
Sleet or Hail,Dark - Lighted,0,Wednesday,1,1,1.0
Sleet or Hail,Dark - Lighted,1,Friday,1,1,1.0
Sleet or Hail,Dark - Lighted,1,Sunday,2,3,1.5
Sleet or Hail,Dark - Lighted,2,Sunday,3,3,1.0
Sleet or Hail,Dark - Lighted,2,Thursday,2,2,1.0
Sleet or Hail,Dark - Lighted,2,Wednesday,1,1,1.0
Sleet or Hail,Dark - Lighted,3,Friday,1,3,3.0
Sleet or Hail,Dark - Lighted,3,Saturday,1,2,2.0
Sleet or Hail,Dark - Lighted,3,Sunday,2,2,1.0
Sleet or Hail,Dark - Lighted,4,Friday,1,1,1.0
Sleet or Hail,Dark - Lighted,4,Sunday,3,4,1.3333333333333333
Sleet or Hail,Dark - Lighted,4,Thursday,2,2,1.0
Sleet or Hail,Dark - Lighted,5,Friday,1,3,3.0
Sleet or Hail,Dark - Lighted,5,Monday,2,2,1.0
Sleet or Hail,Dark - Lighted,5,Thursday,3,3,1.0
Sleet or Hail,Dark - Lighted,5,Tuesday,2,2,1.0
Sleet or Hail,Dark - Lighted,6,Saturday,1,1,1.0
Sleet or Hail,Dark - Lighted,6,Sunday,2,2,1.0
Sleet or Hail,Dark - Lighted,7,Saturday,1,2,2.0
Sleet or Hail,Dark - Lighted,17,Friday,1,1,1.0
Sleet or Hail,Dark - Lighted,17,Monday,1,1,1.0
Sleet or Hail,Dark - Lighted,17,Saturday,2,2,1.0
Sleet or Hail,Dark - Lighted,17,Sunday,1,2,2.0
Sleet or Hail,Dark - Lighted,17,Tuesday,2,2,1.0
Sleet or Hail,Dark - Lighted,18,Monday,1,1,1.0
Sleet or Hail,Dark - Lighted,18,Thursday,2,2,1.0
Sleet or Hail,Dark - Lighted,19,Monday,1,1,1.0
Sleet or Hail,Dark - Lighted,19,Sunday,2,2,1.0
Sleet or Hail,Dark - Lighted,19,Tuesday,2,2,1.0
Sleet or Hail,Dark - Lighted,20,Friday,1,1,1.0
Sleet or Hail,Dark - Lighted,20,Monday,1,1,1.0
Sleet or Hail,Dark - Lighted,20,Saturday,1,1,1.0
Sleet or Hail,Dark - Lighted,20,Sunday,1,1,1.0
Sleet or Hail,Dark - Lighted,21,Monday,1,1,1.0
Sleet or Hail,Dark - Lighted,21,Sunday,1,1,1.0
Sleet or Hail,Dark - Lighted,22,Friday,2,2,1.0
Sleet or Hail,Dark - Lighted,22,Monday,1,1,1.0
Sleet or Hail,Dark - Lighted,23,Monday,1,1,1.0
Sleet or Hail,Dark - Lighted,23,Thursday,2,2,1.0
Sleet or Hail,Dark - Lighted,23,Wednesday,1,2,2.0
Sleet or Hail,Dark - Not Lighted,0,Friday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,0,Monday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,0,Sunday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,0,Thursday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,0,Tuesday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,1,Friday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,1,Saturday,3,4,1.3333333333333333
Sleet or Hail,Dark - Not Lighted,1,Tuesday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,2,Saturday,4,4,1.0
Sleet or Hail,Dark - Not Lighted,2,Sunday,2,2,1.0
Sleet or Hail,Dark - Not Lighted,2,Tuesday,2,2,1.0
Sleet or Hail,Dark - Not Lighted,2,Wednesday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,3,Friday,2,2,1.0
Sleet or Hail,Dark - Not Lighted,3,Monday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,3,Saturday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,3,Thursday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,4,Friday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,4,Monday,3,3,1.0
Sleet or Hail,Dark - Not Lighted,4,Saturday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,4,Tuesday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,5,Friday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,5,Monday,1,2,2.0
Sleet or Hail,Dark - Not Lighted,5,Sunday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,5,Tuesday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,5,Wednesday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,6,Friday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,6,Monday,5,5,1.0
Sleet or Hail,Dark - Not Lighted,6,Saturday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,6,Sunday,2,2,1.0
Sleet or Hail,Dark - Not Lighted,6,Thursday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,6,Tuesday,2,3,1.5
Sleet or Hail,Dark - Not Lighted,6,Wednesday,2,2,1.0
Sleet or Hail,Dark - Not Lighted,7,Friday,2,2,1.0
Sleet or Hail,Dark - Not Lighted,7,Saturday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,8,Friday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,16,Monday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,16,Saturday,2,2,1.0
Sleet or Hail,Dark - Not Lighted,16,Sunday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,16,Wednesday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,17,Friday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,17,Thursday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,17,Tuesday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,18,Friday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,18,Monday,2,2,1.0
Sleet or Hail,Dark - Not Lighted,18,Saturday,4,5,1.25
Sleet or Hail,Dark - Not Lighted,18,Sunday,2,2,1.0
Sleet or Hail,Dark - Not Lighted,18,Thursday,2,2,1.0
Sleet or Hail,Dark - Not Lighted,18,Tuesday,2,2,1.0
Sleet or Hail,Dark - Not Lighted,19,Friday,4,4,1.0
Sleet or Hail,Dark - Not Lighted,19,Monday,5,5,1.0
Sleet or Hail,Dark - Not Lighted,19,Sunday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,19,Thursday,1,2,2.0
Sleet or Hail,Dark - Not Lighted,19,Tuesday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,19,Wednesday,2,2,1.0
Sleet or Hail,Dark - Not Lighted,20,Friday,2,2,1.0
Sleet or Hail,Dark - Not Lighted,20,Monday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,20,Saturday,2,2,1.0
Sleet or Hail,Dark - Not Lighted,20,Sunday,2,2,1.0
Sleet or Hail,Dark - Not Lighted,20,Thursday,2,2,1.0
Sleet or Hail,Dark - Not Lighted,20,Tuesday,2,2,1.0
Sleet or Hail,Dark - Not Lighted,20,Wednesday,1,2,2.0
Sleet or Hail,Dark - Not Lighted,21,Friday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,21,Monday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,21,Sunday,6,6,1.0
Sleet or Hail,Dark - Not Lighted,21,Thursday,2,4,2.0
Sleet or Hail,Dark - Not Lighted,22,Friday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,22,Saturday,4,6,1.5
Sleet or Hail,Dark - Not Lighted,22,Sunday,1,2,2.0
Sleet or Hail,Dark - Not Lighted,22,Tuesday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,22,Wednesday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,23,Friday,5,6,1.2
Sleet or Hail,Dark - Not Lighted,23,Thursday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,23,Tuesday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,23,Wednesday,3,3,1.0
Sleet or Hail,Dark - Not Lighted,99,Friday,1,1,1.0
Sleet or Hail,Dark - Not Lighted,99,Saturday,1,1,1.0
Sleet or Hail,Dark - Unknown Lighting,5,Thursday,1,1,1.0
Sleet or Hail,Dark - Unknown Lighting,6,Tuesday,1,1,1.0
Sleet or Hail,Dark - Unknown Lighting,17,Sunday,1,1,1.0
Sleet or Hail,Dark - Unknown Lighting,22,Friday,1,1,1.0
Sleet or Hail,Dark - Unknown Lighting,22,Thursday,1,1,1.0
Sleet or Hail,Dawn,5,Saturday,1,1,1.0
Sleet or Hail,Dawn,5,Sunday,1,1,1.0
Sleet or Hail,Dawn,5,Tuesday,1,1,1.0
Sleet or Hail,Dawn,5,Wednesday,1,1,1.0
Sleet or Hail,Dawn,6,Monday,1,1,1.0
Sleet or Hail,Dawn,7,Friday,2,3,1.5
Sleet or Hail,Dawn,7,Saturday,1,1,1.0
Sleet or Hail,Dawn,7,Sunday,1,1,1.0
Sleet or Hail,Dawn,7,Wednesday,1,1,1.0
Sleet or Hail,Daylight,4,Thursday,1,1,1.0
Sleet or Hail,Daylight,6,Monday,1,1,1.0
Sleet or Hail,Daylight,7,Friday,3,5,1.6666666666666667
Sleet or Hail,Daylight,7,Monday,1,1,1.0
Sleet or Hail,Daylight,7,Saturday,2,2,1.0
Sleet or Hail,Daylight,7,Sunday,3,3,1.0
Sleet or Hail,Daylight,7,Thursday,2,2,1.0
Sleet or Hail,Daylight,7,Tuesday,1,1,1.0
Sleet or Hail,Daylight,7,Wednesday,4,4,1.0
Sleet or Hail,Daylight,8,Friday,3,3,1.0
Sleet or Hail,Daylight,8,Monday,4,4,1.0
Sleet or Hail,Daylight,8,Saturday,2,2,1.0
Sleet or Hail,Daylight,8,Sunday,3,3,1.0
Sleet or Hail,Daylight,8,Thursday,2,2,1.0
Sleet or Hail,Daylight,8,Tuesday,3,3,1.0
Sleet or Hail,Daylight,8,Wednesday,5,5,1.0
Sleet or Hail,Daylight,9,Friday,3,3,1.0
Sleet or Hail,Daylight,9,Monday,2,2,1.0
Sleet or Hail,Daylight,9,Saturday,2,3,1.5
Sleet or Hail,Daylight,9,Sunday,4,5,1.25
Sleet or Hail,Daylight,9,Thursday,3,3,1.0
Sleet or Hail,Daylight,9,Tuesday,4,4,1.0
Sleet or Hail,Daylight,9,Wednesday,3,3,1.0
Sleet or Hail,Daylight,10,Friday,2,2,1.0
Sleet or Hail,Daylight,10,Monday,5,5,1.0
Sleet or Hail,Daylight,10,Saturday,4,5,1.25
Sleet or Hail,Daylight,10,Sunday,5,5,1.0
Sleet or Hail,Daylight,10,Thursday,3,3,1.0
Sleet or Hail,Daylight,10,Tuesday,2,2,1.0
Sleet or Hail,Daylight,10,Wednesday,4,4,1.0
Sleet or Hail,Daylight,11,Friday,2,2,1.0
Sleet or Hail,Daylight,11,Monday,6,7,1.1666666666666667
Sleet or Hail,Daylight,11,Saturday,4,4,1.0
Sleet or Hail,Daylight,11,Sunday,3,3,1.0
Sleet or Hail,Daylight,11,Thursday,4,7,1.75
Sleet or Hail,Daylight,11,Tuesday,4,4,1.0
Sleet or Hail,Daylight,12,Friday,2,2,1.0
Sleet or Hail,Daylight,12,Monday,5,5,1.0
Sleet or Hail,Daylight,12,Saturday,1,1,1.0
Sleet or Hail,Daylight,12,Sunday,2,2,1.0
Sleet or Hail,Daylight,12,Tuesday,1,1,1.0
Sleet or Hail,Daylight,12,Wednesday,7,7,1.0
Sleet or Hail,Daylight,13,Friday,5,6,1.2
Sleet or Hail,Daylight,13,Monday,8,10,1.25
Sleet or Hail,Daylight,13,Saturday,5,5,1.0
Sleet or Hail,Daylight,13,Sunday,5,5,1.0
Sleet or Hail,Daylight,13,Thursday,2,2,1.0
Sleet or Hail,Daylight,13,Wednesday,2,2,1.0
Sleet or Hail,Daylight,14,Friday,7,8,1.1428571428571428
Sleet or Hail,Daylight,14,Monday,2,2,1.0
Sleet or Hail,Daylight,14,Saturday,2,2,1.0
Sleet or Hail,Daylight,14,Sunday,1,1,1.0
Sleet or Hail,Daylight,14,Thursday,5,5,1.0
Sleet or Hail,Daylight,14,Tuesday,4,4,1.0
Sleet or Hail,Daylight,14,Wednesday,3,4,1.3333333333333333
Sleet or Hail,Daylight,15,Friday,6,6,1.0
Sleet or Hail,Daylight,15,Monday,7,7,1.0
Sleet or Hail,Daylight,15,Saturday,5,6,1.2
Sleet or Hail,Daylight,15,Sunday,5,6,1.2
Sleet or Hail,Daylight,15,Thursday,2,2,1.0
Sleet or Hail,Daylight,15,Tuesday,6,8,1.3333333333333333
Sleet or Hail,Daylight,15,Wednesday,1,1,1.0
Sleet or Hail,Daylight,16,Friday,3,4,1.3333333333333333
Sleet or Hail,Daylight,16,Monday,3,3,1.0
Sleet or Hail,Daylight,16,Saturday,3,4,1.3333333333333333
Sleet or Hail,Daylight,16,Sunday,6,7,1.1666666666666667
Sleet or Hail,Daylight,16,Thursday,2,2,1.0
Sleet or Hail,Daylight,16,Tuesday,4,5,1.25
Sleet or Hail,Daylight,16,Wednesday,2,2,1.0
Sleet or Hail,Daylight,17,Monday,1,1,1.0
Sleet or Hail,Daylight,17,Saturday,5,6,1.2
Sleet or Hail,Daylight,17,Thursday,6,6,1.0
Sleet or Hail,Daylight,17,Tuesday,1,1,1.0
Sleet or Hail,Daylight,17,Wednesday,2,2,1.0
Sleet or Hail,Daylight,18,Monday,1,1,1.0
Sleet or Hail,Daylight,18,Saturday,1,1,1.0
Sleet or Hail,Daylight,18,Thursday,1,1,1.0
Sleet or Hail,Daylight,18,Wednesday,2,2,1.0
Sleet or Hail,Daylight,19,Sunday,1,1,1.0
Sleet or Hail,Daylight,99,Saturday,1,1,1.0
Sleet or Hail,Dusk,16,Sunday,1,1,1.0
Sleet or Hail,Dusk,16,Tuesday,1,1,1.0
Sleet or Hail,Dusk,17,Friday,1,1,1.0
Sleet or Hail,Dusk,17,Monday,2,3,1.5
Sleet or Hail,Dusk,17,Sunday,2,2,1.0
Sleet or Hail,Dusk,17,Wednesday,1,1,1.0
Sleet or Hail,Dusk,18,Saturday,1,1,1.0
Sleet or Hail,Not Reported,13,Friday,1,1,1.0
Sleet or Hail,Unknown,5,Monday,1,1,1.0
Sleet or Hail,Unknown,99,Saturday,1,1,1.0
Snow,Dark - Lighted,0,Friday,7,7,1.0
Snow,Dark - Lighted,0,Monday,5,5,1.0
Snow,Dark - Lighted,0,Saturday,5,5,1.0
Snow,Dark - Lighted,0,Sunday,4,4,1.0
Snow,Dark - Lighted,0,Thursday,2,3,1.5
Snow,Dark - Lighted,0,Tuesday,4,4,1.0
Snow,Dark - Lighted,0,Wednesday,4,5,1.25
Snow,Dark - Lighted,1,Friday,4,4,1.0
Snow,Dark - Lighted,1,Monday,1,1,1.0
Snow,Dark - Lighted,1,Saturday,9,11,1.2222222222222223
Snow,Dark - Lighted,1,Sunday,5,5,1.0
Snow,Dark - Lighted,1,Thursday,1,1,1.0
Snow,Dark - Lighted,1,Tuesday,1,1,1.0
Snow,Dark - Lighted,1,Wednesday,2,2,1.0
Snow,Dark - Lighted,2,Friday,4,4,1.0
Snow,Dark - Lighted,2,Monday,3,3,1.0
Snow,Dark - Lighted,2,Saturday,6,7,1.1666666666666667
Snow,Dark - Lighted,2,Sunday,8,9,1.125
Snow,Dark - Lighted,2,Thursday,4,4,1.0
Snow,Dark - Lighted,2,Tuesday,2,2,1.0
Snow,Dark - Lighted,2,Wednesday,4,4,1.0
Snow,Dark - Lighted,3,Friday,1,1,1.0
Snow,Dark - Lighted,3,Monday,1,1,1.0
Snow,Dark - Lighted,3,Saturday,6,6,1.0
Snow,Dark - Lighted,3,Sunday,5,6,1.2
Snow,Dark - Lighted,3,Thursday,4,4,1.0
Snow,Dark - Lighted,3,Tuesday,4,4,1.0
Snow,Dark - Lighted,3,Wednesday,1,1,1.0
Snow,Dark - Lighted,4,Friday,2,2,1.0
Snow,Dark - Lighted,4,Monday,1,1,1.0
Snow,Dark - Lighted,4,Saturday,1,1,1.0
Snow,Dark - Lighted,4,Sunday,2,3,1.5
Snow,Dark - Lighted,4,Thursday,1,1,1.0
Snow,Dark - Lighted,4,Tuesday,1,1,1.0
Snow,Dark - Lighted,4,Wednesday,5,5,1.0
Snow,Dark - Lighted,5,Friday,1,1,1.0
Snow,Dark - Lighted,5,Monday,3,3,1.0
Snow,Dark - Lighted,5,Saturday,10,10,1.0
Snow,Dark - Lighted,5,Sunday,2,3,1.5
Snow,Dark - Lighted,5,Thursday,7,7,1.0
Snow,Dark - Lighted,5,Tuesday,3,3,1.0
Snow,Dark - Lighted,5,Wednesday,2,2,1.0
Snow,Dark - Lighted,6,Friday,7,10,1.4285714285714286
Snow,Dark - Lighted,6,Monday,2,2,1.0
Snow,Dark - Lighted,6,Saturday,1,1,1.0
Snow,Dark - Lighted,6,Sunday,2,2,1.0
Snow,Dark - Lighted,6,Thursday,3,3,1.0
Snow,Dark - Lighted,6,Tuesday,1,1,1.0
Snow,Dark - Lighted,6,Wednesday,3,3,1.0
Snow,Dark - Lighted,7,Friday,1,1,1.0
Snow,Dark - Lighted,7,Monday,1,1,1.0
Snow,Dark - Lighted,7,Saturday,1,1,1.0
Snow,Dark - Lighted,7,Thursday,2,2,1.0
Snow,Dark - Lighted,7,Tuesday,2,2,1.0
Snow,Dark - Lighted,8,Wednesday,1,1,1.0
Snow,Dark - Lighted,9,Thursday,1,1,1.0
Snow,Dark - Lighted,15,Sunday,1,1,1.0
Snow,Dark - Lighted,16,Friday,1,1,1.0
Snow,Dark - Lighted,16,Saturday,2,2,1.0
Snow,Dark - Lighted,16,Sunday,2,2,1.0
Snow,Dark - Lighted,16,Thursday,2,2,1.0
Snow,Dark - Lighted,16,Wednesday,1,1,1.0
Snow,Dark - Lighted,17,Friday,3,4,1.3333333333333333
Snow,Dark - Lighted,17,Monday,4,4,1.0
Snow,Dark - Lighted,17,Saturday,2,2,1.0
Snow,Dark - Lighted,17,Sunday,2,2,1.0
Snow,Dark - Lighted,17,Thursday,4,4,1.0
